channel,event,kind,log-date,log-time,messageId,newrelic.logs.batchIndex,plugin.type,plugin.version,timestamp,status,transaction,pri,transaction2,message,channel-uat,kind-uat,log-date-uat,log-time-uat,transaction-uat,pri-uat,transaction2-uat,message-uat
apnsout,,SEND,2021/08/06,15:26:31.832,ca64c1fd-dcc8-4ef4-985d-65ecc6761440,159,fluentd,1.1.10,1628281591832,,ULgR7JCYRKHKBkc90Qct3szh,,,,,,,,,,,
JMSCollInAdp,ULgR7JCMLfUNtEc90QdQgY9/,OUT,2021/08/06,15:26:31,a29cf521-a6a9-413b-8f0b-7d0830221a69,158,fluentd,1.1.10,1628281591831,,,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:31.831,65017365-8114-4472-b048-3dd5b70ac6a7,157,fluentd,1.1.10,1628281591831,,ULgR7JL4Te2otEc90Qe8gW9w,,,,,,,,,,,
JMSCollInAdp,ULgR7JCMLfUNtEc90QdQgY9/,IN,2021/08/06,15:26:31,785756a3-41c1-4cd5-bc2a-2d01fdf79c17,156,fluentd,1.1.10,1628281591829,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:31,5bd28e81-685d-45c1-bfe3-ef843494ed08,155,fluentd,1.1.10,1628281591823,,ULgR7JCLiMVd++c90Qe6H3Pf,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:31,4a3a2dd2-d384-4d77-8dba-f23c6a425bb0,154,fluentd,1.1.10,1628281591823,"(1,2)",ULgR7JCLiMVd++c90Qe6H3Pf,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:31,a54922bc-f70f-46f0-b0dd-6750bf412122,153,fluentd,1.1.10,1628281591821,,ULgR7JTxQwzWikc90QdSPNdV,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:31,5208a9a8-c774-4700-b65f-84a8bcd2e1de,152,fluentd,1.1.10,1628281591821,,ULgR7JTxQwzWikc90QdSPNdV,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:31,9957972d-1328-4070-922b-a3eb022de906,151,fluentd,1.1.10,1628281591819,,ULgR7JTxQwzWikc90QdSPNdV,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:31,3e2496ef-9b0b-468f-b22f-f51da8960a99,150,fluentd,1.1.10,1628281591819,,ULgR7JTxQwzWikc90QdSPNdV,,,,,,,,,,,
EventManager,ULgR7JMydr+oMEc90QZ0pl6f,OUT,2021/08/06,15:26:31,ab1836f9-e63a-4f26-b364-368f025baa24,612,fluentd,1.1.10,1628281591814,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,d97a792d-50e4-4211-9602-1deb3b6e3604,611,fluentd,1.1.10,1628281591814,"(2,1)",ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:31,fbe87e03-b360-45e8-bfd8-b16758a56f7c,147,fluentd,1.1.10,1628281591810,,ULgR7JTxQwzWikc90QdSPNdV,,ULgR7JTlM2G2YEc90QdUVe3P,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:31,90ccf089-00be-4fb5-a084-96d49a69568b,148,fluentd,1.1.10,1628281591810,,ULgR7JTxQwzWikc90QdSPNdV,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:31,5e4e3229-7619-4a85-94c6-87826ceecad6,149,fluentd,1.1.10,1628281591810,,ULgR7JTxQwzWikc90QdSPNdV,6,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,13f8f466-5de0-4946-b590-2d4417b6e786,610,fluentd,1.1.10,1628281591808,"(2,1)",ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,64278d1f-7b17-42b9-9e74-48ec3b471c9b,609,fluentd,1.1.10,1628281591808,"(1,2)",ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,a1980093-4060-4cd5-85cb-04f437bd3895,608,fluentd,1.1.10,1628281591801,"(1,2)",ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
EventManager,ULgR7JMydr+oMEc90QZ0pl6f,IN,2021/08/06,15:26:31,be63a938-4d27-4ca3-8626-32f3c0fa00ed,607,fluentd,1.1.10,1628281591801,,,,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:31,1000fa8d-0ce9-49b5-8f0c-005d65da61d0,146,fluentd,1.1.10,1628281591800,,ULgR7JTlM2G2YEc90QdUVe3P,6,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:31,b82f892f-394d-4471-abed-bfce22bc26c7,145,fluentd,1.1.10,1628281591795,,ULgR7JTlM2G2YEc90QdUVe3P,6,,,,,,,,,,
JMSCollInAdp,ULgR7JMydr+oMEc90QZ0pl6f,OUT,2021/08/06,15:26:31,1746d146-09ac-4609-96d0-344c74d5f6df,606,fluentd,1.1.10,1628281591794,,,,,,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:31,8399a931-02b9-40a3-abdc-bacdf6c74c7a,143,fluentd,1.1.10,1628281591794,,ULgR7JTlM2G2YEc90QdUVe3P,-,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:31,18dc5c1b-45ab-4228-9651-96f0b591df1a,144,fluentd,1.1.10,1628281591794,,ULgR7JTlM2G2YEc90QdUVe3P,,,202108061526316460169626,,,,,,,,
JMSCollInAdp,ULgR7JMydr+oMEc90QZ0pl6f,IN,2021/08/06,15:26:31,7b539c68-b1bc-440e-829c-e55b48186192,605,fluentd,1.1.10,1628281591783,,,,,,,,,,,,,
EventManager,ULgR7J9jMN8ltEc90QZuFt8T,OUT,2021/08/06,15:26:31,f6e588fc-d920-44f3-b24c-8d91190b16d4,604,fluentd,1.1.10,1628281591772,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,e82afd2c-dbc5-42b6-a59f-cef7d8d4a3ca,601,fluentd,1.1.10,1628281591772,"(2,1)",ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
EventManager,ULgR7JLH0uG5y+c90QbdcQQC,OUT,2021/08/06,15:26:31,ed19d14a-f9bb-4e85-8e68-663d7d1a51d4,602,fluentd,1.1.10,1628281591772,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,50568b6c-f9ce-4c14-af9a-115287d4af02,603,fluentd,1.1.10,1628281591772,"(2,1)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:31.771,0b5a3d81-9e12-4afc-9944-fe19f8fb75fe,600,fluentd,1.1.10,1628281591771,"(1,2)",ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:31.753,d9335051-7244-46c1-ad21-82baf8fb4405,599,fluentd,1.1.10,1628281591753,,ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,8a595854-d3c5-408c-8a24-e3122028dce1,598,fluentd,1.1.10,1628281591751,"(2,1)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,f88a9dbb-315c-44cf-949c-bf159b3985f2,597,fluentd,1.1.10,1628281591751,"(1,2)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
EventManager,ULgR7JL8Mnz7IUc90Qb3jB4S,OUT,2021/08/06,15:26:31,610ffa60-1ee6-4935-98aa-14d3985d0b82,594,fluentd,1.1.10,1628281591750,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,07acd12a-caec-4a52-9a4d-33210d49841d,595,fluentd,1.1.10,1628281591750,"(1,2)",ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,af56b55b-c9c0-4649-9448-21b00b4bf583,596,fluentd,1.1.10,1628281591750,"(2,1)",ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,f466188a-4887-4810-bbcb-a9d1aa245435,591,fluentd,1.1.10,1628281591750,"(2,1)",ULgR7JF41UoA3Ec90QbBaheN,,,,,,,,,,,
EventManager,ULgR7JF41UoA3Ec90QbBaheN,OUT,2021/08/06,15:26:31,7064c963-87c1-4639-baf2-2268c8634b13,592,fluentd,1.1.10,1628281591750,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,e0e23b83-1327-4c09-a868-16e5cc08750b,593,fluentd,1.1.10,1628281591750,"(2,1)",ULgR7JL8Mnz7IUc90Qb3jB4S,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,b7d36deb-c4be-4458-8767-e6c17f28da28,590,fluentd,1.1.10,1628281591742,"(1,2)",ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
EventManager,ULgR7JLH0uG5y+c90QbdcQQC,IN,2021/08/06,15:26:31,f1ec03a7-514a-4ebd-afa1-afb18afe63da,589,fluentd,1.1.10,1628281591742,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,7a390aca-02b7-4948-ae35-26377e0384f0,588,fluentd,1.1.10,1628281591739,"(1,2)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
EventManager,ULgR7J9jMN8ltEc90QZuFt8T,IN,2021/08/06,15:26:31,be41b124-13c3-4961-827d-16225bd10e20,587,fluentd,1.1.10,1628281591739,,,,,,,,,,,,,
colhttp-in2,,OUT,2021/08/06,15:26:31,0d5e1561-215e-48fd-b47a-e397a7f8b558,586,fluentd,1.1.10,1628281591731,"(1,2)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
JMSCollInAdp,ULgR7JLH0uG5y+c90QbdcQQC,OUT,2021/08/06,15:26:31,1bea908c-f967-4347-8544-e27841edd291,583,fluentd,1.1.10,1628281591731,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,0958c9a2-3a00-4aa4-8c1a-cf200c9ae0ae,584,fluentd,1.1.10,1628281591731,"(1,2)",ULgR7JF41UoA3Ec90QbBaheN,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,5ce9ea65-3a3a-4bf2-a239-cd00ddeef006,585,fluentd,1.1.10,1628281591731,"(2,1)",ULgR7JF41UoA3Ec90QbBaheN,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,38a13fe4-0f18-42ae-ab02-0234e0f779b2,582,fluentd,1.1.10,1628281591730,"(2,1)",ULgR7JL8Mnz7IUc90Qb3jB4S,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,267dc775-7961-4066-a9ee-f54d58e88b5d,581,fluentd,1.1.10,1628281591730,"(1,2)",ULgR7JL8Mnz7IUc90Qb3jB4S,,,,,,,,,,,
JMSCollInAdp,ULgR7JLH0uG5y+c90QbdcQQC,IN,2021/08/06,15:26:31,28912d61-6496-4ca3-b08d-581563197195,580,fluentd,1.1.10,1628281591719,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,0e31cc1d-2950-42c0-be1f-9bed4ebbba86,579,fluentd,1.1.10,1628281591718,"(1,2)",ULgR7JF41UoA3Ec90QbBaheN,,,,,,,,,,,
EventManager,ULgR7JL8Mnz7IUc90Qb3jB4S,IN,2021/08/06,15:26:31,c6b9f40c-d5de-4950-992f-34cebb8a1ed7,576,fluentd,1.1.10,1628281591718,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,fe9ac4e5-8f08-4fdb-91ab-42fc54b266a8,577,fluentd,1.1.10,1628281591718,"(1,2)",ULgR7JL8Mnz7IUc90Qb3jB4S,,,,,,,,,,,
EventManager,ULgR7JF41UoA3Ec90QbBaheN,IN,2021/08/06,15:26:31,86a2d222-23b0-404b-9cf6-baba96c7418a,578,fluentd,1.1.10,1628281591718,,,,,,,,,,,,,
JMSCollInAdp,ULgR7JF41UoA3Ec90QbBaheN,OUT,2021/08/06,15:26:31,84a6711b-2c56-47e8-99e3-4ba67ea8fb62,575,fluentd,1.1.10,1628281591710,,,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:31.709,517db646-228d-4179-ba88-b2c0a2dd4afa,574,fluentd,1.1.10,1628281591709,"(1,2)",ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
JMSCollInAdp,ULgR7JL8Mnz7IUc90Qb3jB4S,OUT,2021/08/06,15:26:31,39f80e3f-f7b6-41a6-8a70-be6179aed019,573,fluentd,1.1.10,1628281591708,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,e889d8dd-3d0b-49e5-b5bc-fb1b15393471,141,fluentd,1.1.10,1628281591708,"(1,7)",ULgR/GfpTnwGu+c90QcFfL0R,,,,,,,,,,,
EventManager,ULgR/GfpTnwGu+c90QcFfL0R,OUT,2021/08/06,15:26:31,0804ed4b-b7d5-49b7-9f91-a800d702eb2b,142,fluentd,1.1.10,1628281591708,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,eba5eea3-5d4e-44f2-8251-2f69b23eef20,140,fluentd,1.1.10,1628281591706,"(1,7)",ULgR/GfpTnwGu+c90QcFfL0R,,,,,,,,,,,
EventManager,ULgR/GfpTnwGu+c90QcFfL0R,IN,2021/08/06,15:26:31,2936918c-ba86-426c-a5eb-12cbb209750c,139,fluentd,1.1.10,1628281591706,,,,,,,,,,,,,
EventsSender,,NEWEVENT,2021/08/06,15:26:31,ce0230db-d9f5-4e57-958b-2803e9cb6460,138,fluentd,1.1.10,1628281591703,"(1,7)",ULgR/GfpTnwGu+c90QcFfL0R,,,,,,,,,,,
JMSCollInAdp,ULgR7JL8Mnz7IUc90Qb3jB4S,IN,2021/08/06,15:26:31,90aad202-a65c-4c58-8f92-8abf9b4819b5,572,fluentd,1.1.10,1628281591701,,,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:31,69a389d9-be67-4b31-9f77-223de363d175,137,fluentd,1.1.10,1628281591699,,ULgR7JLBwscJfUc90QfIiwY7,,,,,,,,,,,
JMSCollInAdp,ULgR7JF41UoA3Ec90QbBaheN,IN,2021/08/06,15:26:31,9ad59cda-f619-4b47-834c-06b276a60c8e,571,fluentd,1.1.10,1628281591698,,,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:31.697,a651f0bc-5166-44f9-a113-63070779de57,135,fluentd,1.1.10,1628281591698,,ULgR7JCYRKHKBkc90Qct3szh,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:31.697,975a1e90-ad48-4c37-a49c-a49b4f02a3a1,136,fluentd,1.1.10,1628281591698,,ULgR7JL4Te2otEc90Qe8gW9w,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:31,0eeb7bbf-8934-4ac2-bc12-46707c9e8df9,134,fluentd,1.1.10,1628281591697,,ULgR7JCLiMVd++c90Qe6H3Pf,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:31.697,9b08977f-24fc-4ffa-9ff1-820665208257,570,fluentd,1.1.10,1628281591697,,ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:31,d53ba0d3-9fa7-497b-b1a8-d984821279ad,569,fluentd,1.1.10,1628281591692,,ULgR7JL7OIuXP+c90QYqGxBx,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:31,da7439f0-a15b-4133-8a73-e536350ffa33,568,fluentd,1.1.10,1628281591692,"(1,2)",ULgR7JL7OIuXP+c90QYqGxBx,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:31,2be48e4a-34c7-4d76-adf8-6e4ebac9f375,567,fluentd,1.1.10,1628281591691,,ULgR7JF3NJnAikc90QZoYs4y,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:31,ab8f6535-153c-4c7d-8c76-4b25ea4314d5,566,fluentd,1.1.10,1628281591690,"(1,2)",ULgR7JF3NJnAikc90QZoYs4y,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,5de3834b-7729-432c-bb9f-8ff6f31573c3,133,fluentd,1.1.10,1628281591688,,ULgR7JLBwscJfUc90QfIiwY7,4,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,4342409b-3f81-4a66-a04c-f4a6c8ab677a,132,fluentd,1.1.10,1628281591687,,ULgR7JLBwscJfUc90QfIiwY7,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,bbfb8780-e600-4d9c-bbd7-5da155384b4e,131,fluentd,1.1.10,1628281591686,,ULgR7JL4Te2otEc90Qe8gW9w,4,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,f254ea62-2a94-4e5c-ba82-7b6aa2f23257,130,fluentd,1.1.10,1628281591684,,ULgR7JL4Te2otEc90Qe8gW9w,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,dec882d6-8d6e-4171-87b9-2a95c65f4b73,129,fluentd,1.1.10,1628281591684,,ULgR7JCYRKHKBkc90Qct3szh,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,ff5c1a1b-d1cd-4e93-a35c-a9e8db62422b,128,fluentd,1.1.10,1628281591682,,ULgR7JCYRKHKBkc90Qct3szh,,,,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,684b541c-5eec-42af-89e7-c617fdb6de21,127,fluentd,1.1.10,1628281591681,,ULgR7JCLiMVd++c90Qe6H3Pf,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,c0638ec5-edea-4ffd-a993-6560c07f266a,126,fluentd,1.1.10,1628281591678,,ULgR7JCLiMVd++c90Qe6H3Pf,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:31,f28ca66e-c6af-4e30-93f8-4fc7abe6a1ee,565,fluentd,1.1.10,1628281591654,,ULgR7JR+NDmy2Ec90QZtc8EQ,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:31,bed5c5d1-9b5b-4157-9a8c-42fd05eda37d,564,fluentd,1.1.10,1628281591654,,ULgR7JR+NDmy2Ec90QZtc8EQ,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:31,da682bd5-26cc-4cf1-b16e-92a1d3ea5d37,563,fluentd,1.1.10,1628281591645,,ULgR7JR+NDmy2Ec90QZtc8EQ,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:31,d83ec7a7-d2f5-4409-a920-17503e3c4ed8,562,fluentd,1.1.10,1628281591645,,ULgR7JR+NDmy2Ec90QZtc8EQ,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:31,789698be-4bdf-4bfb-935f-f7520feedca2,561,fluentd,1.1.10,1628281591635,,ULgR7JR+NDmy2Ec90QZtc8EQ,6,,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:31,a0537143-5316-4845-9050-3d9fb18aa607,560,fluentd,1.1.10,1628281591634,,ULgR7JR+NDmy2Ec90QZtc8EQ,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,6db48c02-95b5-40d5-8189-590dd712ba2f,557,fluentd,1.1.10,1628281591634,"(2,1)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
EventManager,ULgR7J9jMN8ltEc90QZuFt8T,OUT,2021/08/06,15:26:31,f95103fd-58af-4de3-a433-d3d3942d22b9,558,fluentd,1.1.10,1628281591634,,,,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:31,f8d93def-4b78-4c15-98e6-a141ce91fc06,559,fluentd,1.1.10,1628281591634,,ULgR7JR+NDmy2Ec90QZtc8EQ,,ULgR7JQkhKQ0J+c90QYEla1A,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:31,efa94100-2d34-4253-8369-d7dc3a7c6128,556,fluentd,1.1.10,1628281591625,"(2,1)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,0b15d997-e734-44a0-a658-c185b95e5f31,555,fluentd,1.1.10,1628281591625,"(1,0)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,1b3929fe-5d33-4e09-b301-68f9df677b4d,554,fluentd,1.1.10,1628281591617,"(1,0)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
EventManager,ULgR7J9jMN8ltEc90QZuFt8T,IN,2021/08/06,15:26:31,3b7bc6e4-09e0-4407-9085-4b421c444c74,553,fluentd,1.1.10,1628281591617,,,,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:31,68c498c8-3bcb-435c-90fe-9d980a2d8c2f,552,fluentd,1.1.10,1628281591611,,ULgR7JQkhKQ0J+c90QYEla1A,6,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:31,647c4a37-25bc-4b52-a8e9-a83fa0a36187,551,fluentd,1.1.10,1628281591607,,ULgR7JQkhKQ0J+c90QYEla1A,6,,,,,,,,,,
colhttp-out2,,OUT,2021/08/06,15:26:31,10d1b80a-0740-4f29-84a6-e12bf2779538,550,fluentd,1.1.10,1628281591607,"(1,0)",ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:31,d78b8346-bb7e-4a2d-88f1-e6030a3ef157,549,fluentd,1.1.10,1628281591600,,ULgR7JQkhKQ0J+c90QYEla1A,,,20210806152631588146961d,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:31,878896f1-adec-49af-8049-8480d7a68539,548,fluentd,1.1.10,1628281591600,,ULgR7JQkhKQ0J+c90QYEla1A,-,,,,,,,,,,
colhttp-out2,,SEND,2021/08/06,15:26:31,d660cf64-bac6-4726-9af9-8e85c3a0666f,547,fluentd,1.1.10,1628281591598,,ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
EventManager,ULgLPhrQMYvsdkc90Qba8Q7U,OUT,2021/08/06,15:26:31,d10e5310-8fe6-4e7a-85c8-7485a3947cc0,546,fluentd,1.1.10,1628281591568,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,272ee6c8-441b-4931-a810-557b83b6d5ea,545,fluentd,1.1.10,1628281591568,"(3,1)",ULgLPhrQMYvsdkc90Qba8Q7U,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,2740c7e2-e04b-4ac3-aeed-46fe61aa1281,544,fluentd,1.1.10,1628281591559,"(3,1)",ULgLPhrQMYvsdkc90Qba8Q7U,,,,,,,,,,,
EventManager,ULgLPhrQMYvsdkc90Qba8Q7U,IN,2021/08/06,15:26:31,5106fd45-0cbf-428a-890c-ee58722c26ed,543,fluentd,1.1.10,1628281591559,,,,,,,,,,,,,
JMSCollInAdp,ULgLPhrQMYvsdkc90Qba8Q7U,OUT,2021/08/06,15:26:31,f70bd6e5-fd19-422c-b337-b719c511e364,540,fluentd,1.1.10,1628281591551,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:31,cea99900-6f31-4c5a-a268-d5b299e79877,541,fluentd,1.1.10,1628281591551,"(3,1)",ULgLixbzoGU9qEc90QYTHZtd,,,,,,,,,,,
EventManager,ULgLixbzoGU9qEc90QYTHZtd,OUT,2021/08/06,15:26:31,af8d75bd-7a3f-4ac9-ad8d-a01c7a31f1b3,542,fluentd,1.1.10,1628281591551,,,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:31.543,4a9abcf2-1840-4418-b0ee-5dfc7ace71b0,539,fluentd,1.1.10,1628281591543,,ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:31,8ccf7f65-99e6-4f00-90f4-b2bd63eaea0d,538,fluentd,1.1.10,1628281591542,,ULgR7JL7OIuXP+c90QYqGxBx,,,,,,,,,,,
apnsout,,IN,2021/08/06,15:26:31.541,332584cb-6bdb-43b3-96a3-f8143f36bbe0,535,fluentd,1.1.10,1628281591541,,ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:31,04685ee7-d5ed-400f-b4df-29957419b1ab,536,fluentd,1.1.10,1628281591541,,ULgR7JF3NJnAikc90QZoYs4y,,,,,,,,,,,
colhttp-out2,,IN,2021/08/06,15:26:31,5d71cc5c-3d13-4dde-b573-3287919ba11f,537,fluentd,1.1.10,1628281591541,,ULgR7J9jMN8ltEc90QZuFt8T,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:31,71192732-a925-43fc-8535-5cec460d3dfa,534,fluentd,1.1.10,1628281591540,"(3,1)",ULgLixbzoGU9qEc90QYTHZtd,,,,,,,,,,,
EventManager,ULgLixbzoGU9qEc90QYTHZtd,IN,2021/08/06,15:26:31,b597780b-142c-4df6-b020-03efb26f2e0a,533,fluentd,1.1.10,1628281591540,,,,,,,,,,,,,
JMSCollInAdp,ULgLPhrQMYvsdkc90Qba8Q7U,IN,2021/08/06,15:26:31,fa911aec-052c-47d4-830a-f997a0a58bfa,532,fluentd,1.1.10,1628281591534,,,,,,,,,,,,,
,,,,,70a1c714-1564-4bdd-93ca-6e1fb457349c,531,fluentd,1.1.10,1628281591530,,,,,"[2021/08/06 15:26:31] OUT        sparkpost-in    transID:ULgLPhrQMYvsdkc90Qba8Q7U, idclause: 2456, state:3,1",,,,,,,,
JMSCollInAdp,ULgLixbzoGU9qEc90QYTHZtd,OUT,2021/08/06,15:26:31,d6a820ec-a529-4068-889d-fe2f621843bb,530,fluentd,1.1.10,1628281591529,,,,,,,,,,,,,
JMSCollInAdp,ULgLixbzoGU9qEc90QYTHZtd,IN,2021/08/06,15:26:31,0fdc254c-8745-46ff-b53e-26ce03e0793c,529,fluentd,1.1.10,1628281591523,,,,,,,,,,,,,
,,,,,4c28c72e-8ff1-4172-9b79-cb4cb0e743bc,528,fluentd,1.1.10,1628281591520,,,,,[2021/08/06 15:26:31] RECV       sparkpost-in    Evento de estado recibido,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,01f224e9-9a8a-4990-b98b-595dff24f42b,527,fluentd,1.1.10,1628281591520,,ULgR7JLH0uG5y+c90QbdcQQC,4,,,,,,,,,,
,,,,,21ba2291-bbb3-496a-bd42-aabe1a86a64f,526,fluentd,1.1.10,1628281591518,,,,,"[2021/08/06 15:26:31] OUT        sparkpost-in    transID:ULgLixbzoGU9qEc90QYTHZtd, idclause: 2456, state:3,1",,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,efd44db9-d079-4fad-b813-85d10f6ca3a5,525,fluentd,1.1.10,1628281591512,,ULgR7JLH0uG5y+c90QbdcQQC,,,,,,,,,,,
,,,,,be201b2e-3d46-4ed1-b744-3921f5fa9ce6,524,fluentd,1.1.10,1628281591510,,,,,[2021/08/06 15:26:31] RECV       sparkpost-in    Evento de estado recibido,,,,,,,,
FailOverManager,,OUT,2021/08/06,15:26:31,7db1af69-c948-4ae4-9b30-8b8b6e260c9c,523,fluentd,1.1.10,1628281591505,,ULgR7JMydr+oMEc90QZ0pl6f,6,,,,,,,,,,
FailOverManager,,IN,2021/08/06,15:26:31,f6b35224-5063-4f87-adac-fbcbab951ce7,522,fluentd,1.1.10,1628281591499,,ULgR7JMydr+oMEc90QZ0pl6f,,,,,,,,,,,
